3.328999999999999915e+01 7.983021300000000764e+00 7.915613400000001132e-01 8.774582640000000211e+00 3.250000000000000000e+04
3.357999999999999829e+01 7.463017500000000304e+00 8.371419199999999838e-01 8.300159419999999955e+00 3.000000000000000000e+04
3.389000000000000057e+01 6.946223600000000609e+00 8.891422999999999410e-01 7.835365900000000217e+00 2.750000000000000000e+04
3.421999999999999886e+01 6.448689100000000174e+00 9.488464400000000687e-01 7.397535539999999799e+00 2.500000000000000000e+04
3.455999999999999517e+01 5.973623899999999765e+00 1.018822260000000091e+00 6.992446160000000077e+00 2.250000000000000000e+04
3.492999999999999972e+01 5.530657700000000787e+00 1.101958669999999918e+00 6.632616370000000927e+00 2.000000000000000000e+04
3.522999999999999687e+01 5.212877599999999667e+00 1.180601220000000007e+00 6.393478819999999452e+00 1.800000000000000000e+04
3.539000000000000057e+01 5.065222200000000008e+00 1.225218829999999981e+00 6.290441030000000211e+00 1.700000000000000000e+04
3.553999999999999915e+01 4.930406399999999856e+00 1.273688319999999985e+00 6.204094719999999619e+00 1.600000000000000000e+04
3.569999999999999574e+01 4.802010400000000345e+00 1.326651669999999950e+00 6.128662070000000739e+00 1.500000000000000000e+04
3.586999999999999744e+01 4.686453999999999454e+00 1.385392839999999959e+00 6.071846839999999190e+00 1.400000000000000000e+04
3.603000000000000114e+01 4.583737199999999845e+00 1.450232819999999867e+00 6.033970019999999934e+00 1.300000000000000000e+04
3.618999999999999773e+01 4.487440199999999990e+00 1.522776560000000057e+00 6.010216760000000491e+00 1.200000000000000000e+04
3.635999999999999943e+01 4.403982800000000530e+00 1.604308020000000168e+00 6.008290820000000920e+00 1.100000000000000000e+04
3.651999999999999602e+01 4.326945199999999936e+00 1.697074130000000070e+00 6.024019329999999783e+00 1.000000000000000000e+04
3.667999999999999972e+01 4.253117500000000106e+00 1.803321820000000075e+00 6.056439319999999960e+00 9.000000000000000000e+03
3.685000000000000142e+01 4.176079899999999512e+00 1.926260990000000284e+00 6.102340889999999796e+00 8.000000000000000000e+03
3.700999999999999801e+01 4.092622500000000052e+00 2.071348470000000219e+00 6.163970970000000271e+00 7.000000000000000000e+03
3.708529999999999660e+01 4.047683900000000001e+00 2.154163890000000414e+00 6.201847790000000415e+00 6.500000000000000000e+03
3.716420000000000101e+01 3.993115599999999876e+00 2.245325049999999933e+00 6.238440649999999366e+00 6.000000000000000000e+03
3.724249999999999972e+01 3.932127499999999998e+00 2.346115909999999971e+00 6.278243409999999969e+00 5.500000000000000000e+03
3.732029999999999603e+01 3.864719599999999922e+00 2.458141420000000466e+00 6.322861020000000387e+00 5.000000000000000000e+03
3.739739999999999753e+01 3.784472099999999894e+00 2.583969500000000252e+00 6.368441600000000591e+00 4.500000000000000000e+03
3.747390000000000043e+01 3.691385000000000360e+00 2.726168070000000387e+00 6.417553070000000304e+00 4.000000000000000000e+03
3.751189999999999714e+01 3.640026600000000112e+00 2.804489629999999956e+00 6.444516229999999624e+00 3.750000000000000000e+03
3.754970000000000141e+01 3.585458300000000431e+00 2.888589010000000012e+00 6.474047310000000444e+00 3.500000000000000000e+03
3.758729999999999905e+01 3.524470200000000109e+00 2.978787199999999746e+00 6.503257399999999855e+00 3.250000000000000000e+03
3.762469999999999715e+01 3.460272199999999909e+00 3.075726180000000198e+00 6.535998380000000552e+00 3.000000000000000000e+03
3.766179999999999950e+01 3.389654400000000400e+00 3.180689910000000342e+00 6.570344310000001187e+00 2.750000000000000000e+03
3.769869999999999521e+01 3.312616800000000250e+00 3.293357399999999657e+00 6.605974200000000351e+00 2.500000000000000000e+03
3.773539999999999850e+01 3.229159400000000346e+00 3.418543500000000179e+00 6.647702900000000525e+00 2.250000000000000000e+03
3.777179999999999893e+01 3.132220419999999450e+00 3.550149400000000455e+00 6.682369819999999905e+00 2.000000000000000000e+03
3.780069999999999908e+01 3.047158070000000496e+00 3.665705800000000014e+00 6.712863870000000510e+00 1.800000000000000000e+03
3.781510000000000105e+01 3.001577490000000736e+00 3.726693899999999893e+00 6.728271390000000629e+00 1.700000000000000000e+03
3.782949999999999591e+01 2.953428990000000365e+00 3.790891900000000092e+00 6.744320890000000901e+00 1.600000000000000000e+03
3.784380000000000166e+01 2.903354549999999978e+00 3.855089899999999847e+00 6.758444449999999826e+00 1.500000000000000000e+03
3.785810000000000031e+01 2.850391200000000680e+00 3.922497799999999923e+00 6.772889000000001047e+00 1.400000000000000000e+03
3.787229999999999563e+01 2.794859930000000325e+00 3.993115599999999876e+00 6.787975530000000646e+00 1.300000000000000000e+03
3.788649999999999807e+01 2.736118759999999650e+00 4.063733400000000273e+00 6.799852160000000367e+00 1.200000000000000000e+03
3.790070000000000050e+01 2.674167689999999986e+00 4.137561100000000103e+00 6.811728790000000089e+00 1.100000000000000000e+03
3.791479999999999961e+01 2.607401770000000063e+00 4.211388799999999932e+00 6.818790569999999995e+00 1.000000000000000000e+03
3.792889999999999873e+01 2.534537040000000019e+00 4.285216500000000650e+00 6.819753540000000669e+00 9.000000000000000000e+02
3.794299999999999784e+01 2.453005580000000130e+00 4.355834300000000603e+00 6.808839880000000733e+00 8.000000000000000000e+02
3.795709999999999695e+01 2.355424620000000413e+00 4.426452099999999668e+00 6.781876719999999636e+00 7.000000000000000000e+02
3.796409999999999485e+01 2.296683450000000182e+00 4.458551100000000211e+00 6.755234550000000837e+00 6.500000000000000000e+02
3.797119999999999607e+01 2.226065649999999785e+00 4.487440199999999990e+00 6.713505849999999775e+00 6.000000000000000000e+02
3.797829999999999728e+01 2.138756369999999851e+00 4.516329300000000657e+00 6.655085670000000064e+00 5.500000000000000000e+02
3.798559999999999803e+01 2.026409870000000168e+00 4.538798599999999794e+00 6.565208469999999963e+00 5.000000000000000000e+02
3.799289999999999878e+01 1.877470510000000203e+00 4.554848100000000066e+00 6.432318610000000270e+00 4.500000000000000000e+02
3.800039999999999907e+01 1.675888789999999906e+00 4.564477800000000585e+00 6.240366590000000713e+00 4.000000000000000000e+02
3.800419999999999732e+01 1.606554950000000037e+00 4.564477800000000585e+00 6.171032750000000178e+00 3.750000000000000000e+02
3.800799999999999557e+01 1.551986650000000134e+00 4.558057999999999943e+00 6.110044649999999855e+00 3.500000000000000000e+02
3.801189999999999714e+01 1.495492409999999994e+00 4.551638200000000190e+00 6.047130609999999962e+00 3.250000000000000000e+02
3.801589999999999492e+01 1.437072230000000284e+00 4.538798599999999794e+00 5.975870829999999856e+00 3.000000000000000000e+02
3.801989999999999981e+01 1.375763139999999884e+00 4.519539200000000534e+00 5.895302340000000640e+00 2.750000000000000000e+02
3.802389999999999759e+01 1.311886129999999762e+00 4.493860000000000632e+00 5.805746130000000171e+00 2.500000000000000000e+02
3.802799999999999869e+01 1.244478229999999908e+00 4.458551100000000211e+00 5.703029329999999675e+00 2.250000000000000000e+02
3.803219999999999601e+01 1.173218450000000024e+00 4.410402600000000284e+00 5.583621050000000530e+00 2.000000000000000000e+02
3.803559999999999519e+01 1.113193320000000153e+00 4.359044200000000480e+00 5.472237520000000188e+00 1.800000000000000000e+02
3.803729999999999478e+01 1.081736299999999984e+00 4.330155099999999813e+00 5.411891400000000019e+00 1.700000000000000000e+02
3.803900000000000148e+01 1.049316310000000252e+00 4.298056100000001045e+00 5.347372410000001075e+00 1.600000000000000000e+02
3.804079999999999728e+01 1.015933350000000068e+00 4.259537299999999860e+00 5.275470649999999928e+00 1.500000000000000000e+02
3.804260000000000019e+01 9.815874199999999883e-01 4.217808600000000574e+00 5.199396020000000895e+00 1.400000000000000000e+02
3.804439999999999600e+01 9.459575300000000464e-01 4.172869999999999635e+00 5.118827529999999904e+00 1.300000000000000000e+02
3.804619999999999891e+01 9.087226900000000551e-01 4.118301699999999954e+00 5.027024390000000231e+00 1.200000000000000000e+02
3.804809999999999803e+01 8.702038899999999799e-01 4.057313600000000520e+00 4.927517490000000500e+00 1.100000000000000000e+02
3.804999999999999716e+01 8.297591500000000009e-01 3.986695800000000123e+00 4.816454949999999791e+00 1.000000000000000000e+02
3.805199999999999960e+01 7.870674800000000415e-01 3.906448300000000096e+00 4.693515780000000248e+00 9.000000000000000000e+01
3.805399999999999494e+01 7.421288799999999908e-01 3.813361200000000117e+00 4.555490080000000219e+00 8.000000000000000000e+01
3.805610000000000070e+01 6.939803799999999523e-01 3.704224599999999867e+00 4.398204980000000042e+00 7.000000000000000000e+01
3.805709999999999837e+01 6.689431599999999811e-01 3.640026600000000112e+00 4.308969760000000093e+00 6.500000000000000000e+01
3.805819999999999936e+01 6.426219799999999260e-01 3.572618700000000480e+00 4.215240680000000850e+00 6.000000000000000000e+01
3.805930000000000035e+01 6.153378300000000856e-01 3.495581100000000330e+00 4.110918930000000415e+00 5.500000000000000000e+01
3.806049999999999756e+01 5.867697200000000501e-01 3.408913799999999661e+00 3.995683519999999600e+00 5.000000000000000000e+01
3.806169999999999476e+01 5.565966600000000764e-01 3.315826700000000127e+00 3.872423359999999981e+00 4.500000000000000000e+01
3.806289999999999907e+01 5.248186500000000532e-01 3.208616040000000336e+00 3.733434690000000167e+00 4.000000000000000000e+01
3.806349999999999767e+01 5.081271699999999614e-01 3.149874870000000104e+00 3.658002039999999955e+00 3.750000000000000000e+01
3.806409999999999627e+01 4.907937099999999941e-01 3.086639839999999690e+00 3.577433549999999851e+00 3.500000000000000000e+01
3.806479999999999819e+01 4.728182700000000405e-01 3.018910949999999982e+00 3.491729219999999856e+00 3.250000000000000000e+01
3.806539999999999679e+01 4.545218400000000103e-01 2.945404240000000229e+00 3.399926080000000184e+00 3.000000000000000000e+01
3.806609999999999872e+01 4.349414500000000072e-01 2.865798720000000355e+00 3.300740170000000528e+00 2.750000000000000000e+01
3.806680000000000064e+01 4.147190800000000177e-01 2.778810430000000053e+00 3.193529510000000293e+00 2.500000000000000000e+01
3.806759999999999877e+01 3.935337400000000208e-01 2.682834420000000275e+00 3.076368160000000351e+00 2.250000000000000000e+01
3.806830000000000069e+01 3.710644399999999954e-01 2.576907720000000346e+00 2.947972160000000397e+00 2.000000000000000000e+01
3.806899999999999551e+01 3.521260300000000343e-01 2.483178640000000215e+00 2.835304670000000193e+00 1.800000000000000000e+01
3.806929999999999836e+01 3.421753399999999945e-01 2.432783210000000196e+00 2.774958550000000024e+00 1.700000000000000000e+01
3.806960000000000122e+01 3.319036599999999892e-01 2.379498870000000377e+00 2.711402530000000421e+00 1.600000000000000000e+01
3.807000000000000028e+01 3.213109899999999630e-01 2.323646610000000390e+00 2.644957600000000575e+00 1.500000000000000000e+01
3.807029999999999603e+01 3.104294289999999790e-01 2.264263460000000006e+00 2.574692889000000040e+00 1.400000000000000000e+01
3.807069999999999510e+01 2.991305810000000065e-01 2.201349420000000112e+00 2.500480001000000119e+00 1.300000000000000000e+01
3.807099999999999795e+01 2.873823469999999825e-01 2.134262510000000113e+00 2.421644856999999984e+00 1.200000000000000000e+01
3.807139999999999702e+01 2.751526280000000102e-01 2.062360749999999854e+00 2.337513377999999697e+00 1.100000000000000000e+01
3.807179999999999609e+01 2.623451270000000113e-01 1.985002160000000071e+00 2.247347287000000193e+00 1.000000000000000000e+01
3.807999999999999829e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
